loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_asset_value,asset_to_loan_ratio,risk_category,is_low_income
223,4, Not Graduate, Yes,3900000,12400000,12,473,6400000,4700000,13100000,3800000, Rejected,28000000,2.2580645161290325,Low,0
224,4, Graduate, Yes,4600000,11000000,2,491,9000000,4000000,16100000,3500000, Rejected,32600000,2.963636363636364,Low,0
225,3, Not Graduate, Yes,700000,1700000,8,733,1200000,800000,2400000,500000, Approved,4900000,2.8823529411764706,Medium,0
226,0, Not Graduate, No,5200000,15600000,20,434,14100000,5800000,18100000,5500000, Rejected,43500000,2.7884615384615383,Low,0
227,3, Not Graduate, Yes,5900000,20600000,10,777,1900000,4600000,21200000,6400000, Approved,34100000,1.6553398058252426,High,0
228,4, Graduate, No,7200000,19100000,4,774,9400000,7000000,17900000,3600000, Approved,37900000,1.9842931937172774,High,0
229,1, Not Graduate, Yes,8700000,27000000,10,717,25500000,8600000,17500000,9100000, Approved,60700000,2.248148148148148,Medium,0
230,3, Not Graduate, Yes,1100000,3500000,12,503,3000000,400000,2200000,1200000, Rejected,6800000,1.9428571428571428,Low,0
231,1, Graduate, Yes,4000000,10900000,14,598,3600000,6600000,13600000,4400000, Approved,28200000,2.5871559633027523,Low,0
232,2, Graduate, No,9800000,32400000,2,543,24200000,17500000,25700000,7700000, Approved,75100000,2.317901234567901,Low,0
233,0, Not Graduate, Yes,2700000,6800000,20,796,700000,4200000,7000000,1900000, Approved,13800000,2.0294117647058822,High,0
234,3, Not Graduate, Yes,8800000,34600000,8,386,14800000,16500000,18400000,6000000, Rejected,55700000,1.6098265895953756,Low,0
235,5, Not Graduate, Yes,3300000,7800000,16,632,8500000,500000,7100000,4900000, Approved,21000000,2.6923076923076925,Medium,0
236,1, Graduate, Yes,6900000,23400000,4,481,18700000,1100000,23400000,10200000, Approved,53400000,2.282051282051282,Low,0
237,3, Graduate, Yes,900000,3500000,4,770,700000,0,2000000,600000, Rejected,3300000,0.9428571428571428,High,0
238,3, Graduate, Yes,4100000,15500000,6,667,2800000,1600000,14700000,4000000, Approved,23100000,1.4903225806451612,Medium,0
239,3, Not Graduate, Yes,4700000,17500000,8,585,1200000,3100000,9600000,4900000, Approved,18800000,1.0742857142857143,Low,0
240,5, Graduate, Yes,3400000,11600000,16,479,9200000,5700000,11200000,2400000, Rejected,28500000,2.456896551724138,Low,0
241,2, Graduate, No,9600000,22500000,18,851,7400000,16200000,24300000,12700000, Approved,60600000,2.6933333333333334,High,0
242,3, Not Graduate, Yes,7000000,16200000,6,378,20000000,12600000,20300000,5500000, Rejected,58400000,3.6049382716049383,Low,0
243,5, Graduate, No,5700000,12900000,18,807,4100000,900000,18600000,5500000, Approved,29100000,2.255813953488372,High,0
244,1, Not Graduate, Yes,8200000,32400000,18,831,22800000,12300000,17700000,7800000, Approved,60600000,1.8703703703703705,High,0
245,2, Not Graduate, No,2100000,5100000,12,674,2200000,3200000,6400000,2400000, Approved,14200000,2.784313725490196,Medium,0
246,1, Not Graduate, Yes,8000000,28100000,18,725,1900000,12800000,23000000,7500000, Approved,45200000,1.6085409252669038,Medium,0
247,2, Not Graduate, No,8000000,29300000,4,600,16500000,13200000,29400000,6500000, Approved,65600000,2.2389078498293515,Medium,0
248,0, Not Graduate, Yes,9400000,27000000,10,536,4400000,1700000,33800000,4800000, Rejected,44700000,1.6555555555555554,Low,0
249,0, Graduate, No,8400000,20600000,10,477,1500000,1500000,25000000,11900000, Rejected,39900000,1.9368932038834952,Low,0
250,1, Not Graduate, Yes,1900000,5000000,6,560,1000000,1900000,6300000,1400000, Approved,10600000,2.12,Low,0
251,0, Not Graduate, Yes,4200000,16400000,20,539,9500000,2100000,11400000,3100000, Rejected,26100000,1.5914634146341464,Low,0
252,5, Graduate, No,2600000,9100000,8,852,3700000,700000,10300000,3300000, Approved,18000000,1.978021978021978,High,0
253,3, Not Graduate, No,3700000,8500000,20,853,8300000,5700000,7500000,4900000, Approved,26400000,3.1058823529411765,High,0
254,0, Graduate, No,8800000,30900000,12,729,1700000,700000,25700000,11400000, Approved,39500000,1.27831715210356,Medium,0
255,2, Not Graduate, No,2100000,4700000,2,546,6000000,3200000,5700000,1500000, Rejected,16400000,3.4893617021276597,Low,0
256,3, Graduate, Yes,900000,2400000,10,489,800000,0,2800000,500000, Rejected,4100000,1.7083333333333333,Low,0
257,3, Graduate, Yes,9800000,35400000,6,869,14400000,16400000,22800000,10300000, Approved,63900000,1.805084745762712,High,0
258,2, Not Graduate, No,8000000,20000000,2,502,4100000,2200000,31600000,9900000, Rejected,47800000,2.39,Low,0
259,0, Graduate, No,9800000,38800000,8,652,23200000,19000000,29700000,5400000, Approved,77300000,1.9922680412371134,Medium,0
260,0, Not Graduate, Yes,300000,1100000,8,789,400000,100000,800000,400000, Approved,1700000,1.5454545454545454,High,0
261,4, Not Graduate, No,2700000,8100000,4,325,5000000,800000,9900000,3400000, Approved,19100000,2.3580246913580245,Low,0
262,3, Graduate, Yes,7400000,19600000,2,716,4100000,8900000,29100000,4200000, Approved,46300000,2.3622448979591835,Medium,0
263,3, Graduate, No,9200000,34300000,18,523,25600000,4000000,29100000,8800000, Rejected,67500000,1.967930029154519,Low,0
264,5, Not Graduate, No,9500000,22200000,20,352,24500000,0,30800000,7000000, Rejected,62300000,2.8063063063063063,Low,0
265,5, Graduate, Yes,3800000,14400000,2,345,3300000,800000,13000000,4700000, Approved,21800000,1.5138888888888888,Low,0
266,0, Graduate, No,8300000,19400000,18,649,2500000,16100000,24300000,11300000, Approved,54200000,2.7938144329896906,Medium,0
267,2, Graduate, Yes,2800000,7400000,18,666,100000,2300000,6300000,3400000, Approved,12100000,1.635135135135135,Medium,0
268,0, Graduate, No,8600000,20900000,10,813,11300000,11900000,26000000,4800000, Approved,54000000,2.583732057416268,High,0
269,0, Not Graduate, No,5400000,16800000,10,599,5300000,7400000,14500000,7600000, Approved,34800000,2.0714285714285716,Low,0
270,5, Graduate, Yes,4200000,9400000,6,678,4700000,5500000,9900000,5700000, Approved,25800000,2.74468085106383,Medium,0
271,5, Not Graduate, No,5200000,12200000,20,513,13400000,2000000,16800000,5400000, Rejected,37600000,3.081967213114754,Low,0
272,5, Graduate, No,9400000,27900000,4,870,1100000,200000,29500000,10400000, Approved,41200000,1.4767025089605734,High,0
273,3, Graduate, No,8800000,20400000,8,483,3200000,11400000,28200000,11800000, Rejected,54600000,2.676470588235294,Low,0
274,1, Graduate, Yes,5900000,16700000,16,308,5800000,8800000,19100000,5300000, Rejected,39000000,2.3353293413173652,Low,0
275,3, Graduate, Yes,1700000,4900000,16,591,4700000,1000000,4300000,1400000, Approved,11400000,2.326530612244898,Low,0
276,1, Not Graduate, No,7000000,23000000,10,886,14000000,3700000,26700000,3600000, Approved,48000000,2.0869565217391304,High,0
277,4, Not Graduate, No,1700000,4000000,6,829,0,1600000,5200000,1700000, Approved,8500000,2.125,High,0
278,0, Not Graduate, No,1500000,4900000,12,651,1600000,2800000,4600000,800000, Approved,9800000,2.0,Medium,0
279,4, Not Graduate, No,2000000,4700000,18,733,3700000,3700000,7000000,2800000, Approved,17200000,3.6595744680851063,Medium,0
280,5, Graduate, Yes,3900000,15500000,12,433,9500000,5400000,7900000,4600000, Rejected,27400000,1.767741935483871,Low,0
281,1, Graduate, Yes,900000,3600000,14,713,1300000,1000000,1800000,1200000, Approved,5300000,1.4722222222222223,Medium,0
282,1, Graduate, No,6900000,22500000,18,403,800000,8400000,16900000,6300000, Rejected,32400000,1.44,Low,0
283,0, Graduate, Yes,2800000,7800000,10,405,7800000,2500000,7100000,3400000, Rejected,20800000,2.6666666666666665,Low,0
284,3, Graduate, Yes,6800000,19900000,10,516,16000000,6000000,26000000,8500000, Rejected,56500000,2.8391959798994977,Low,0
285,4, Not Graduate, Yes,600000,1800000,8,417,1700000,700000,1800000,800000, Rejected,5000000,2.7777777777777777,Low,0
286,1, Not Graduate, No,4700000,14000000,6,468,11300000,1800000,10600000,4600000, Rejected,28300000,2.0214285714285714,Low,0
287,5, Graduate, Yes,3000000,11800000,10,672,8700000,3600000,9800000,4100000, Approved,26200000,2.2203389830508473,Medium,0
288,5, Not Graduate, No,4000000,13900000,6,530,6000000,5600000,12500000,6000000, Rejected,30100000,2.1654676258992804,Low,0
289,1, Not Graduate, Yes,3100000,11300000,14,824,3700000,6000000,11000000,4400000, Approved,25100000,2.2212389380530975,High,0
290,1, Not Graduate, Yes,7700000,25500000,12,549,18100000,10600000,20500000,7000000, Rejected,56200000,2.203921568627451,Low,0
291,5, Not Graduate, Yes,4300000,9300000,10,450,2100000,6700000,10000000,4100000, Rejected,22900000,2.4623655913978495,Low,0
292,1, Graduate, Yes,5800000,19500000,20,431,13800000,5000000,15600000,3300000, Rejected,37700000,1.9333333333333333,Low,0
293,3, Graduate, Yes,3600000,10700000,16,312,2300000,1600000,13100000,5200000, Rejected,22200000,2.074766355140187,Low,0
294,0, Not Graduate, Yes,2900000,7600000,8,320,8000000,5600000,9600000,3100000, Rejected,26300000,3.460526315789474,Low,0
295,0, Graduate, No,8800000,20200000,4,433,16000000,4200000,30500000,12400000, Rejected,63100000,3.123762376237624,Low,0
296,1, Not Graduate, Yes,300000,1000000,10,431,400000,500000,900000,100000, Rejected,1900000,1.9,Low,0
297,5, Not Graduate, Yes,8600000,28900000,8,516,9900000,1800000,30200000,6800000, Rejected,48700000,1.685121107266436,Low,0
298,2, Not Graduate, Yes,3500000,12000000,14,476,1100000,6800000,12400000,2900000, Rejected,23200000,1.9333333333333333,Low,0
299,5, Graduate, No,800000,2600000,6,560,100000,200000,3000000,1000000, Approved,4300000,1.6538461538461537,Low,0
300,2, Graduate, No,8000000,27100000,12,674,14400000,400000,25300000,6400000, Approved,46500000,1.7158671586715868,Medium,0
301,0, Not Graduate, Yes,9900000,38200000,6,573,17200000,10000000,20100000,5900000, Approved,53200000,1.3926701570680629,Low,0
302,2, Not Graduate, No,3300000,6600000,6,331,6300000,2000000,8900000,2700000, Rejected,19900000,3.015151515151515,Low,0
303,4, Graduate, Yes,2000000,6700000,12,633,100000,800000,4800000,2000000, Approved,7700000,1.1492537313432836,Medium,0
304,3, Not Graduate, No,4900000,12900000,18,877,1800000,7000000,17900000,3300000, Approved,30000000,2.3255813953488373,High,0
305,5, Not Graduate, Yes,9200000,23600000,12,656,1400000,11200000,36400000,4900000, Approved,53900000,2.2838983050847457,Medium,0
306,0, Not Graduate, No,7500000,18200000,6,782,7400000,12000000,19800000,4100000, Approved,43300000,2.379120879120879,High,0
307,5, Not Graduate, No,9000000,29300000,4,531,10400000,9500000,35500000,5800000, Approved,61200000,2.0887372013651877,Low,0
308,3, Not Graduate, No,1400000,4100000,8,455,3000000,1400000,2900000,2100000, Rejected,9400000,2.292682926829268,Low,0
309,3, Graduate, No,9600000,19900000,14,452,4200000,16200000,28500000,6600000, Rejected,55500000,2.7889447236180906,Low,0
310,2, Graduate, No,8400000,33200000,14,474,19600000,15000000,25400000,11500000, Rejected,71500000,2.1536144578313254,Low,0
311,3, Not Graduate, No,6400000,24400000,4,483,7800000,2400000,19100000,4500000, Approved,33800000,1.3852459016393444,Low,0
312,4, Graduate, No,5900000,16800000,8,481,6900000,11400000,19500000,3300000, Rejected,41100000,2.4464285714285716,Low,0
313,2, Graduate, Yes,2200000,5100000,20,859,3800000,1200000,6400000,3100000, Approved,14500000,2.843137254901961,High,0
314,4, Graduate, Yes,5600000,14100000,14,696,9000000,9200000,16500000,6800000, Approved,41500000,2.9432624113475176,Medium,0
315,4, Not Graduate, No,9800000,28700000,6,778,16600000,7400000,29700000,11100000, Approved,64800000,2.2578397212543555,High,0
316,4, Graduate, No,4400000,14600000,4,499,1300000,6500000,16100000,5700000, Approved,29600000,2.0273972602739727,Low,0
317,2, Not Graduate, Yes,2400000,4900000,4,888,6400000,4300000,5100000,3400000, Approved,19200000,3.9183673469387754,High,0
318,1, Graduate, No,4400000,10800000,12,674,9600000,2700000,17200000,5300000, Approved,34800000,3.2222222222222223,Medium,0
319,4, Graduate, No,3700000,13200000,4,802,9800000,2400000,12500000,4300000, Approved,29000000,2.196969696969697,High,0
320,4, Not Graduate, Yes,2300000,7800000,8,540,1500000,3400000,4700000,2800000, Rejected,12400000,1.5897435897435896,Low,0
321,4, Graduate, Yes,5900000,19600000,8,726,17400000,6800000,20100000,8000000, Approved,52300000,2.6683673469387754,Medium,0
322,4, Not Graduate, Yes,6400000,23500000,2,485,7300000,2700000,23600000,3900000, Approved,37500000,1.5957446808510638,Low,0
323,4, Graduate, Yes,4900000,17100000,6,612,1300000,7000000,19500000,5000000, Approved,32800000,1.9181286549707601,Medium,0
324,3, Not Graduate, Yes,9500000,24200000,8,879,3100000,17200000,26400000,12700000, Approved,59400000,2.4545454545454546,High,0
325,2, Not Graduate, No,5700000,16400000,12,708,3700000,800000,15000000,4400000, Approved,23900000,1.4573170731707317,Medium,0
326,2, Not Graduate, Yes,2700000,5700000,8,850,3500000,5000000,10500000,3900000, Approved,22900000,4.017543859649122,High,0
327,2, Not Graduate, Yes,3900000,11300000,12,516,3100000,0,10400000,4600000, Rejected,18100000,1.6017699115044248,Low,0
328,0, Not Graduate, No,7800000,28800000,12,465,4700000,7500000,28800000,7400000, Rejected,48400000,1.6805555555555556,Low,0
329,0, Graduate, No,1100000,3200000,20,716,1800000,1400000,3600000,1500000, Approved,8300000,2.59375,Medium,0
330,4, Not Graduate, No,200000,600000,10,404,0,100000,400000,0, Rejected,500000,0.8333333333333334,Low,1
331,0, Not Graduate, Yes,4700000,10600000,20,512,8400000,4000000,12300000,7000000, Rejected,31700000,2.990566037735849,Low,0
332,3, Not Graduate, Yes,8200000,20600000,10,441,16100000,11400000,29100000,6100000, Rejected,62700000,3.0436893203883497,Low,0
333,2, Not Graduate, Yes,4600000,18400000,2,555,7700000,2400000,14200000,4200000, Approved,28500000,1.548913043478261,Low,0
334,5, Not Graduate, No,1800000,7000000,18,466,2600000,2100000,6000000,1900000, Rejected,12600000,1.8,Low,0
335,3, Graduate, Yes,3200000,8600000,2,427,3900000,1800000,7100000,4700000, Rejected,17500000,2.0348837209302326,Low,0
336,4, Not Graduate, Yes,5500000,20000000,14,593,15100000,2700000,19900000,4900000, Approved,42600000,2.13,Low,0
337,3, Graduate, No,7900000,18300000,10,731,4200000,3400000,22200000,8400000, Approved,38200000,2.087431693989071,Medium,0
338,1, Graduate, Yes,4000000,10100000,16,451,7000000,3900000,14300000,3900000, Rejected,29100000,2.881188118811881,Low,0
339,3, Not Graduate, Yes,6800000,16900000,18,628,3600000,900000,15600000,4900000, Approved,25000000,1.4792899408284024,Medium,0
340,1, Not Graduate, No,2700000,9400000,18,704,5300000,2300000,6400000,2400000, Approved,16400000,1.7446808510638299,Medium,0
341,2, Not Graduate, No,6800000,23500000,12,341,19300000,11800000,14300000,8500000, Rejected,53900000,2.293617021276596,Low,0
342,5, Graduate, No,8600000,21000000,8,465,11700000,14900000,19500000,9900000, Rejected,56000000,2.6666666666666665,Low,0
343,4, Graduate, No,8000000,30100000,4,431,11900000,13800000,18800000,11500000, Approved,56000000,1.8604651162790697,Low,0
344,1, Graduate, Yes,3700000,12600000,10,424,5400000,1100000,14200000,4400000, Rejected,25100000,1.992063492063492,Low,0
345,0, Graduate, No,2600000,5100000,14,678,500000,1200000,6000000,3100000, Approved,10800000,2.1176470588235294,Medium,0
346,4, Graduate, No,4200000,16800000,6,381,9600000,3800000,14800000,5900000, Rejected,34100000,2.0297619047619047,Low,0
347,5, Graduate, Yes,8000000,28000000,10,449,18500000,1500000,17400000,3900000, Rejected,41300000,1.475,Low,0
348,1, Not Graduate, No,7100000,23500000,12,768,6400000,12100000,22400000,7300000, Approved,48200000,2.051063829787234,High,0
349,0, Not Graduate, No,2000000,7000000,6,666,0,1200000,4300000,1400000, Rejected,6900000,0.9857142857142858,Medium,0
350,4, Not Graduate, Yes,5800000,13300000,14,742,16100000,9300000,16300000,7000000, Approved,48700000,3.661654135338346,Medium,0
351,3, Not Graduate, Yes,6700000,15800000,4,445,10500000,7600000,14100000,9100000, Rejected,41300000,2.6139240506329116,Low,0
352,2, Graduate, No,7300000,28700000,14,634,5900000,3800000,21200000,10800000, Approved,41700000,1.4529616724738676,Medium,0
353,4, Not Graduate, No,3300000,9700000,14,782,2500000,0,10400000,2200000, Approved,15100000,1.556701030927835,High,0
354,0, Graduate, No,3000000,7000000,10,781,7200000,600000,11700000,2700000, Approved,22200000,3.1714285714285713,High,0
355,4, Not Graduate, No,7900000,17200000,14,318,14200000,9500000,23200000,9000000, Rejected,55900000,3.25,Low,0
356,5, Not Graduate, No,7600000,24100000,18,721,21900000,11500000,22900000,7200000, Approved,63500000,2.6348547717842323,Medium,0
357,5, Not Graduate, No,3700000,9800000,4,563,9500000,5100000,11200000,3000000, Approved,28800000,2.938775510204082,Low,0
358,2, Not Graduate, No,8400000,26300000,4,419,22900000,7900000,29200000,6200000, Approved,66200000,2.517110266159696,Low,0
359,0, Graduate, Yes,8200000,20800000,14,372,3800000,100000,26100000,5200000, Rejected,35200000,1.6923076923076923,Low,0
360,0, Not Graduate, No,2900000,9500000,18,885,4300000,2300000,6500000,3500000, Approved,16600000,1.7473684210526317,High,0
361,1, Not Graduate, Yes,9900000,38400000,12,596,10000000,9300000,36500000,6800000, Approved,62600000,1.6302083333333333,Low,0
362,0, Graduate, No,4400000,14100000,2,349,3300000,1300000,8800000,6200000, Approved,19600000,1.3900709219858156,Low,0
363,1, Not Graduate, Yes,9000000,32200000,16,468,4500000,16400000,28600000,10900000, Rejected,60400000,1.875776397515528,Low,0
364,3, Not Graduate, Yes,6800000,26900000,16,818,14700000,10400000,26300000,7300000, Approved,58700000,2.1821561338289963,High,0
365,2, Not Graduate, No,8700000,28000000,12,543,16900000,6000000,22900000,6700000, Rejected,52500000,1.875,Low,0
366,3, Graduate, No,9400000,21900000,16,685,8100000,5600000,34500000,5000000, Approved,53200000,2.4292237442922375,Medium,0
367,3, Not Graduate, Yes,6000000,12500000,18,851,14600000,5000000,16800000,5000000, Approved,41400000,3.312,High,0
368,1, Not Graduate, Yes,9400000,29800000,10,377,24100000,18500000,30900000,11700000, Rejected,85200000,2.859060402684564,Low,0
369,0, Not Graduate, Yes,1000000,4000000,10,620,2400000,1300000,3700000,1100000, Approved,8500000,2.125,Medium,0
370,3, Graduate, Yes,900000,2300000,20,611,600000,1500000,1900000,500000, Approved,4500000,1.9565217391304348,Medium,0
