loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,loan_term_years,cibil_score,risk_category,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,total_assets_value,debt_to_income_ratio,asset_to_loan_ratio,has_dependents,is_low_income,loan_status,loan_status_code
187,1," Not Graduate"," Yes",1700000,5000000,10,0.8333,888,High,2900000,900000,4100000,2200000,10100000,2.94118,2.02000,1,0," Approved",1
188,3," Graduate"," Yes",9000000,30400000,6,0.5000,638,Medium,16800000,11000000,26900000,9200000,63900000,3.37778,2.10197,1,0," Approved",1
189,5," Not Graduate"," Yes",7300000,23300000,6,0.5000,622,Medium,7100000,11600000,26400000,10500000,55600000,3.19178,2.38627,1,0," Approved",1
190,1," Not Graduate"," No",7400000,19800000,18,1.5000,458,Low,12600000,6200000,27700000,4000000,50500000,2.67568,2.55051,1,0," Rejected",0
191,1," Not Graduate"," No",9000000,28200000,16,1.3333,327,Low,1700000,2300000,24000000,11200000,39200000,3.13333,1.39007,1,0," Rejected",0
192,0," Not Graduate"," No",3000000,6500000,2,0.1667,612,Medium,8800000,3400000,6700000,1700000,20600000,2.16667,3.16923,0,0," Approved",1
193,1," Graduate"," No",800000,2900000,8,0.6667,682,Medium,2200000,1100000,2900000,700000,6900000,3.62500,2.37931,1,0," Approved",1
194,2," Graduate"," No",4800000,13200000,2,0.1667,583,Low,13700000,5800000,9500000,5200000,34200000,2.75000,2.59091,1,0," Approved",1
195,5," Not Graduate"," No",6400000,18300000,8,0.6667,697,Medium,10000000,3600000,22500000,3600000,39700000,2.85938,2.16940,1,0," Approved",1
196,3," Graduate"," No",9200000,27100000,12,1.0000,306,Low,5800000,11500000,28000000,9600000,54900000,2.94565,2.02583,1,0," Rejected",0
197,4," Not Graduate"," Yes",400000,1500000,2,0.1667,669,Medium,-100000,600000,900000,500000,1900000,3.75000,1.26667,1,0," Approved",1
198,2," Not Graduate"," No",2800000,6000000,18,1.5000,816,High,6300000,4200000,8000000,3400000,21900000,2.14286,3.65000,1,0," Approved",1
199,4," Not Graduate"," Yes",8500000,28900000,20,1.6667,455,Low,15200000,5800000,22500000,9400000,52900000,3.40000,1.83045,1,0," Rejected",0
200,3," Graduate"," Yes",4700000,16400000,10,0.8333,318,Low,11400000,8100000,16200000,4300000,40000000,3.48936,2.43902,1,0," Rejected",0
201,4," Not Graduate"," Yes",9800000,21200000,20,1.6667,355,Low,22000000,8900000,31800000,14400000,77100000,2.16327,3.63679,1,0," Rejected",0
202,2," Not Graduate"," Yes",3800000,8900000,16,1.3333,389,Low,200000,5600000,12200000,2200000,20200000,2.34211,2.26966,1,0," Rejected",0
203,2," Graduate"," No",500000,1500000,2,0.1667,888,High,1500000,300000,1500000,600000,3900000,3.00000,2.60000,1,0," Approved",1
204,2," Graduate"," Yes",6900000,15600000,6,0.5000,352,Low,13000000,5300000,22600000,10000000,50900000,2.26087,3.26282,1,0," Rejected",0
205,4," Not Graduate"," Yes",9600000,30100000,12,1.0000,870,High,300000,6700000,38200000,5600000,50800000,3.13542,1.68771,1,0," Approved",1
206,3," Not Graduate"," No",2900000,6500000,18,1.5000,827,High,8300000,600000,10400000,3200000,22500000,2.24138,3.46154,1,0," Approved",1
207,2," Graduate"," No",9800000,20900000,12,1.0000,768,High,3400000,10200000,38600000,13400000,65600000,2.13265,3.13876,1,0," Approved",1
208,0," Graduate"," No",7100000,15400000,18,1.5000,707,Medium,10300000,10800000,19600000,5800000,46500000,2.16901,3.01948,0,0," Approved",1
209,1," Not Graduate"," Yes",7700000,19100000,10,0.8333,355,Low,11300000,4900000,21900000,6600000,44700000,2.48052,2.34031,1,0," Rejected",0
210,3," Graduate"," No",1400000,3300000,2,0.1667,652,Medium,100000,2100000,3500000,1900000,7600000,2.35714,2.30303,1,0," Approved",1
211,3," Graduate"," No",7800000,15900000,2,0.1667,665,Medium,14400000,900000,27200000,5400000,47900000,2.03846,3.01258,1,0," Approved",1
212,5," Not Graduate"," Yes",1700000,6000000,18,1.5000,420,Low,500000,1600000,3700000,2300000,8100000,3.52941,1.35000,1,0," Rejected",0
213,2," Not Graduate"," No",8500000,32700000,18,1.5000,471,Low,12600000,9400000,33900000,12500000,68400000,3.84706,2.09174,1,0," Rejected",0
214,5," Not Graduate"," No",1900000,7500000,20,1.6667,715,Medium,5100000,2800000,6500000,2800000,17200000,3.94737,2.29333,1,0," Approved",1
215,2," Not Graduate"," Yes",6700000,15200000,10,0.8333,689,Medium,0,8200000,15000000,6800000,30000000,2.26866,1.97368,1,0," Approved",1
216,3," Graduate"," Yes",6900000,16400000,4,0.3333,787,High,11100000,6100000,26400000,3800000,47400000,2.37681,2.89024,1,0," Approved",1
217,2," Graduate"," No",2600000,7800000,4,0.3333,819,High,3100000,4300000,5700000,1500000,14600000,3.00000,1.87179,1,0," Approved",1
218,4," Graduate"," Yes",9600000,21100000,6,0.5000,809,High,16100000,9500000,34700000,8700000,69000000,2.19792,3.27014,1,0," Approved",1
219,1," Not Graduate"," Yes",6800000,17000000,2,0.1667,744,Medium,15500000,3900000,23700000,3500000,46600000,2.50000,2.74118,1,0," Approved",1
220,0," Not Graduate"," No",3200000,11300000,6,0.5000,484,Low,3500000,5500000,8500000,2100000,19600000,3.53125,1.73451,0,0," Rejected",0
221,4," Not Graduate"," No",2900000,10400000,6,0.5000,673,Medium,5100000,1700000,10600000,1700000,19100000,3.58621,1.83654,1,0," Approved",1
222,3," Graduate"," Yes",7900000,21200000,18,1.5000,695,Medium,13800000,10600000,21800000,4900000,51100000,2.68354,2.41038,1,0," Approved",1
223,4," Not Graduate"," Yes",3900000,12400000,12,1.0000,473,Low,6400000,4700000,13100000,3800000,28000000,3.17949,2.25806,1,0," Rejected",0
224,4," Graduate"," Yes",4600000,11000000,2,0.1667,491,Low,9000000,4000000,16100000,3500000,32600000,2.39130,2.96364,1,0," Rejected",0
225,3," Not Graduate"," Yes",700000,1700000,8,0.6667,733,Medium,1200000,800000,2400000,500000,4900000,2.42857,2.88235,1,0," Approved",1
226,0," Not Graduate"," No",5200000,15600000,20,1.6667,434,Low,14100000,5800000,18100000,5500000,43500000,3.00000,2.78846,0,0," Rejected",0
227,3," Not Graduate"," Yes",5900000,20600000,10,0.8333,777,High,1900000,4600000,21200000,6400000,34100000,3.49153,1.65534,1,0," Approved",1
228,4," Graduate"," No",7200000,19100000,4,0.3333,774,High,9400000,7000000,17900000,3600000,37900000,2.65278,1.98429,1,0," Approved",1
229,1," Not Graduate"," Yes",8700000,27000000,10,0.8333,717,Medium,25500000,8600000,17500000,9100000,60700000,3.10345,2.24815,1,0," Approved",1
230,3," Not Graduate"," Yes",1100000,3500000,12,1.0000,503,Low,3000000,400000,2200000,1200000,6800000,3.18182,1.94286,1,0," Rejected",0
231,1," Graduate"," Yes",4000000,10900000,14,1.1667,598,Low,3600000,6600000,13600000,4400000,28200000,2.72500,2.58716,1,0," Approved",1
232,2," Graduate"," No",9800000,32400000,2,0.1667,543,Low,24200000,17500000,25700000,7700000,75100000,3.30612,2.31790,1,0," Approved",1
233,0," Not Graduate"," Yes",2700000,6800000,20,1.6667,796,High,700000,4200000,7000000,1900000,13800000,2.51852,2.02941,0,0," Approved",1
234,3," Not Graduate"," Yes",8800000,34600000,8,0.6667,386,Low,14800000,16500000,18400000,6000000,55700000,3.93182,1.60983,1,0," Rejected",0
235,5," Not Graduate"," Yes",3300000,7800000,16,1.3333,632,Medium,8500000,500000,7100000,4900000,21000000,2.36364,2.69231,1,0," Approved",1
236,1," Graduate"," Yes",6900000,23400000,4,0.3333,481,Low,18700000,1100000,23400000,10200000,53400000,3.39130,2.28205,1,0," Approved",1
237,3," Graduate"," Yes",900000,3500000,4,0.3333,770,High,700000,0,2000000,600000,3300000,3.88889,0.94286,1,0," Rejected",0
238,3," Graduate"," Yes",4100000,15500000,6,0.5000,667,Medium,2800000,1600000,14700000,4000000,23100000,3.78049,1.49032,1,0," Approved",1
239,3," Not Graduate"," Yes",4700000,17500000,8,0.6667,585,Low,1200000,3100000,9600000,4900000,18800000,3.72340,1.07429,1,0," Approved",1
240,5," Graduate"," Yes",3400000,11600000,16,1.3333,479,Low,9200000,5700000,11200000,2400000,28500000,3.41176,2.45690,1,0," Rejected",0
241,2," Graduate"," No",9600000,22500000,18,1.5000,851,High,7400000,16200000,24300000,12700000,60600000,2.34375,2.69333,1,0," Approved",1
242,3," Not Graduate"," Yes",7000000,16200000,6,0.5000,378,Low,20000000,12600000,20300000,5500000,58400000,2.31429,3.60494,1,0," Rejected",0
243,5," Graduate"," No",5700000,12900000,18,1.5000,807,High,4100000,900000,18600000,5500000,29100000,2.26316,2.25581,1,0," Approved",1
244,1," Not Graduate"," Yes",8200000,32400000,18,1.5000,831,High,22800000,12300000,17700000,7800000,60600000,3.95122,1.87037,1,0," Approved",1
245,2," Not Graduate"," No",2100000,5100000,12,1.0000,674,Medium,2200000,3200000,6400000,2400000,14200000,2.42857,2.78431,1,0," Approved",1
246,1," Not Graduate"," Yes",8000000,28100000,18,1.5000,725,Medium,1900000,12800000,23000000,7500000,45200000,3.51250,1.60854,1,0," Approved",1
247,2," Not Graduate"," No",8000000,29300000,4,0.3333,600,Medium,16500000,13200000,29400000,6500000,65600000,3.66250,2.23891,1,0," Approved",1
248,0," Not Graduate"," Yes",9400000,27000000,10,0.8333,536,Low,4400000,1700000,33800000,4800000,44700000,2.87234,1.65556,0,0," Rejected",0
249,0," Graduate"," No",8400000,20600000,10,0.8333,477,Low,1500000,1500000,25000000,11900000,39900000,2.45238,1.93689,0,0," Rejected",0
250,1," Not Graduate"," Yes",1900000,5000000,6,0.5000,560,Low,1000000,1900000,6300000,1400000,10600000,2.63158,2.12000,1,0," Approved",1
251,0," Not Graduate"," Yes",4200000,16400000,20,1.6667,539,Low,9500000,2100000,11400000,3100000,26100000,3.90476,1.59146,0,0," Rejected",0
252,5," Graduate"," No",2600000,9100000,8,0.6667,852,High,3700000,700000,10300000,3300000,18000000,3.50000,1.97802,1,0," Approved",1
253,3," Not Graduate"," No",3700000,8500000,20,1.6667,853,High,8300000,5700000,7500000,4900000,26400000,2.29730,3.10588,1,0," Approved",1
254,0," Graduate"," No",8800000,30900000,12,1.0000,729,Medium,1700000,700000,25700000,11400000,39500000,3.51136,1.27832,0,0," Approved",1
255,2," Not Graduate"," No",2100000,4700000,2,0.1667,546,Low,6000000,3200000,5700000,1500000,16400000,2.23810,3.48936,1,0," Rejected",0
256,3," Graduate"," Yes",900000,2400000,10,0.8333,489,Low,800000,0,2800000,500000,4100000,2.66667,1.70833,1,0," Rejected",0
257,3," Graduate"," Yes",9800000,35400000,6,0.5000,869,High,14400000,16400000,22800000,10300000,63900000,3.61224,1.80508,1,0," Approved",1
258,2," Not Graduate"," No",8000000,20000000,2,0.1667,502,Low,4100000,2200000,31600000,9900000,47800000,2.50000,2.39000,1,0," Rejected",0
259,0," Graduate"," No",9800000,38800000,8,0.6667,652,Medium,23200000,19000000,29700000,5400000,77300000,3.95918,1.99227,0,0," Approved",1
260,0," Not Graduate"," Yes",300000,1100000,8,0.6667,789,High,400000,100000,800000,400000,1700000,3.66667,1.54545,0,0," Approved",1
261,4," Not Graduate"," No",2700000,8100000,4,0.3333,325,Low,5000000,800000,9900000,3400000,19100000,3.00000,2.35802,1,0," Approved",1
262,3," Graduate"," Yes",7400000,19600000,2,0.1667,716,Medium,4100000,8900000,29100000,4200000,46300000,2.64865,2.36224,1,0," Approved",1
263,3," Graduate"," No",9200000,34300000,18,1.5000,523,Low,25600000,4000000,29100000,8800000,67500000,3.72826,1.96793,1,0," Rejected",0
264,5," Not Graduate"," No",9500000,22200000,20,1.6667,352,Low,24500000,0,30800000,7000000,62300000,2.33684,2.80631,1,0," Rejected",0
265,5," Graduate"," Yes",3800000,14400000,2,0.1667,345,Low,3300000,800000,13000000,4700000,21800000,3.78947,1.51389,1,0," Approved",1
266,0," Graduate"," No",8300000,19400000,18,1.5000,649,Medium,2500000,16100000,24300000,11300000,54200000,2.33735,2.79381,0,0," Approved",1
267,2," Graduate"," Yes",2800000,7400000,18,1.5000,666,Medium,100000,2300000,6300000,3400000,12100000,2.64286,1.63514,1,0," Approved",1
268,0," Graduate"," No",8600000,20900000,10,0.8333,813,High,11300000,11900000,26000000,4800000,54000000,2.43023,2.58373,0,0," Approved",1
269,0," Not Graduate"," No",5400000,16800000,10,0.8333,599,Low,5300000,7400000,14500000,7600000,34800000,3.11111,2.07143,0,0," Approved",1
270,5," Graduate"," Yes",4200000,9400000,6,0.5000,678,Medium,4700000,5500000,9900000,5700000,25800000,2.23810,2.74468,1,0," Approved",1
271,5," Not Graduate"," No",5200000,12200000,20,1.6667,513,Low,13400000,2000000,16800000,5400000,37600000,2.34615,3.08197,1,0," Rejected",0
272,5," Graduate"," No",9400000,27900000,4,0.3333,870,High,1100000,200000,29500000,10400000,41200000,2.96809,1.47670,1,0," Approved",1
273,3," Graduate"," No",8800000,20400000,8,0.6667,483,Low,3200000,11400000,28200000,11800000,54600000,2.31818,2.67647,1,0," Rejected",0
274,1," Graduate"," Yes",5900000,16700000,16,1.3333,308,Low,5800000,8800000,19100000,5300000,39000000,2.83051,2.33533,1,0," Rejected",0
275,3," Graduate"," Yes",1700000,4900000,16,1.3333,591,Low,4700000,1000000,4300000,1400000,11400000,2.88235,2.32653,1,0," Approved",1
276,1," Not Graduate"," No",7000000,23000000,10,0.8333,886,High,14000000,3700000,26700000,3600000,48000000,3.28571,2.08696,1,0," Approved",1
277,4," Not Graduate"," No",1700000,4000000,6,0.5000,829,High,0,1600000,5200000,1700000,8500000,2.35294,2.12500,1,0," Approved",1
278,0," Not Graduate"," No",1500000,4900000,12,1.0000,651,Medium,1600000,2800000,4600000,800000,9800000,3.26667,2.00000,0,0," Approved",1
279,4," Not Graduate"," No",2000000,4700000,18,1.5000,733,Medium,3700000,3700000,7000000,2800000,17200000,2.35000,3.65957,1,0," Approved",1
280,5," Graduate"," Yes",3900000,15500000,12,1.0000,433,Low,9500000,5400000,7900000,4600000,27400000,3.97436,1.76774,1,0," Rejected",0
281,1," Graduate"," Yes",900000,3600000,14,1.1667,713,Medium,1300000,1000000,1800000,1200000,5300000,4.00000,1.47222,1,0," Approved",1
282,1," Graduate"," No",6900000,22500000,18,1.5000,403,Low,800000,8400000,16900000,6300000,32400000,3.26087,1.44000,1,0," Rejected",0
283,0," Graduate"," Yes",2800000,7800000,10,0.8333,405,Low,7800000,2500000,7100000,3400000,20800000,2.78571,2.66667,0,0," Rejected",0
284,3," Graduate"," Yes",6800000,19900000,10,0.8333,516,Low,16000000,6000000,26000000,8500000,56500000,2.92647,2.83920,1,0," Rejected",0
285,4," Not Graduate"," Yes",600000,1800000,8,0.6667,417,Low,1700000,700000,1800000,800000,5000000,3.00000,2.77778,1,0," Rejected",0
286,1," Not Graduate"," No",4700000,14000000,6,0.5000,468,Low,11300000,1800000,10600000,4600000,28300000,2.97872,2.02143,1,0," Rejected",0
287,5," Graduate"," Yes",3000000,11800000,10,0.8333,672,Medium,8700000,3600000,9800000,4100000,26200000,3.93333,2.22034,1,0," Approved",1
288,5," Not Graduate"," No",4000000,13900000,6,0.5000,530,Low,6000000,5600000,12500000,6000000,30100000,3.47500,2.16547,1,0," Rejected",0
289,1," Not Graduate"," Yes",3100000,11300000,14,1.1667,824,High,3700000,6000000,11000000,4400000,25100000,3.64516,2.22124,1,0," Approved",1
290,1," Not Graduate"," Yes",7700000,25500000,12,1.0000,549,Low,18100000,10600000,20500000,7000000,56200000,3.31169,2.20392,1,0," Rejected",0
291,5," Not Graduate"," Yes",4300000,9300000,10,0.8333,450,Low,2100000,6700000,10000000,4100000,22900000,2.16279,2.46237,1,0," Rejected",0
292,1," Graduate"," Yes",5800000,19500000,20,1.6667,431,Low,13800000,5000000,15600000,3300000,37700000,3.36207,1.93333,1,0," Rejected",0
293,3," Graduate"," Yes",3600000,10700000,16,1.3333,312,Low,2300000,1600000,13100000,5200000,22200000,2.97222,2.07477,1,0," Rejected",0
294,0," Not Graduate"," Yes",2900000,7600000,8,0.6667,320,Low,8000000,5600000,9600000,3100000,26300000,2.62069,3.46053,0,0," Rejected",0
295,0," Graduate"," No",8800000,20200000,4,0.3333,433,Low,16000000,4200000,30500000,12400000,63100000,2.29545,3.12376,0,0," Rejected",0
296,1," Not Graduate"," Yes",300000,1000000,10,0.8333,431,Low,400000,500000,900000,100000,1900000,3.33333,1.90000,1,0," Rejected",0
297,5," Not Graduate"," Yes",8600000,28900000,8,0.6667,516,Low,9900000,1800000,30200000,6800000,48700000,3.36047,1.68512,1,0," Rejected",0
298,2," Not Graduate"," Yes",3500000,12000000,14,1.1667,476,Low,1100000,6800000,12400000,2900000,23200000,3.42857,1.93333,1,0," Rejected",0
299,5," Graduate"," No",800000,2600000,6,0.5000,560,Low,100000,200000,3000000,1000000,4300000,3.25000,1.65385,1,0," Approved",1
300,2," Graduate"," No",8000000,27100000,12,1.0000,674,Medium,14400000,400000,25300000,6400000,46500000,3.38750,1.71587,1,0," Approved",1
301,0," Not Graduate"," Yes",9900000,38200000,6,0.5000,573,Low,17200000,10000000,20100000,5900000,53200000,3.85859,1.39267,0,0," Approved",1
302,2," Not Graduate"," No",3300000,6600000,6,0.5000,331,Low,6300000,2000000,8900000,2700000,19900000,2.00000,3.01515,1,0," Rejected",0
303,4," Graduate"," Yes",2000000,6700000,12,1.0000,633,Medium,100000,800000,4800000,2000000,7700000,3.35000,1.14925,1,0," Approved",1
304,3," Not Graduate"," No",4900000,12900000,18,1.5000,877,High,1800000,7000000,17900000,3300000,30000000,2.63265,2.32558,1,0," Approved",1
305,5," Not Graduate"," Yes",9200000,23600000,12,1.0000,656,Medium,1400000,11200000,36400000,4900000,53900000,2.56522,2.28390,1,0," Approved",1
306,0," Not Graduate"," No",7500000,18200000,6,0.5000,782,High,7400000,12000000,19800000,4100000,43300000,2.42667,2.37912,0,0," Approved",1
307,5," Not Graduate"," No",9000000,29300000,4,0.3333,531,Low,10400000,9500000,35500000,5800000,61200000,3.25556,2.08874,1,0," Approved",1
308,3," Not Graduate"," No",1400000,4100000,8,0.6667,455,Low,3000000,1400000,2900000,2100000,9400000,2.92857,2.29268,1,0," Rejected",0
309,3," Graduate"," No",9600000,19900000,14,1.1667,452,Low,4200000,16200000,28500000,6600000,55500000,2.07292,2.78894,1,0," Rejected",0
310,2," Graduate"," No",8400000,33200000,14,1.1667,474,Low,19600000,15000000,25400000,11500000,71500000,3.95238,2.15361,1,0," Rejected",0
311,3," Not Graduate"," No",6400000,24400000,4,0.3333,483,Low,7800000,2400000,19100000,4500000,33800000,3.81250,1.38525,1,0," Approved",1
312,4," Graduate"," No",5900000,16800000,8,0.6667,481,Low,6900000,11400000,19500000,3300000,41100000,2.84746,2.44643,1,0," Rejected",0
313,2," Graduate"," Yes",2200000,5100000,20,1.6667,859,High,3800000,1200000,6400000,3100000,14500000,2.31818,2.84314,1,0," Approved",1
314,4," Graduate"," Yes",5600000,14100000,14,1.1667,696,Medium,9000000,9200000,16500000,6800000,41500000,2.51786,2.94326,1,0," Approved",1
315,4," Not Graduate"," No",9800000,28700000,6,0.5000,778,High,16600000,7400000,29700000,11100000,64800000,2.92857,2.25784,1,0," Approved",1
316,4," Graduate"," No",4400000,14600000,4,0.3333,499,Low,1300000,6500000,16100000,5700000,29600000,3.31818,2.02740,1,0," Approved",1
317,2," Not Graduate"," Yes",2400000,4900000,4,0.3333,888,High,6400000,4300000,5100000,3400000,19200000,2.04167,3.91837,1,0," Approved",1
318,1," Graduate"," No",4400000,10800000,12,1.0000,674,Medium,9600000,2700000,17200000,5300000,34800000,2.45455,3.22222,1,0," Approved",1
319,4," Graduate"," No",3700000,13200000,4,0.3333,802,High,9800000,2400000,12500000,4300000,29000000,3.56757,2.19697,1,0," Approved",1
320,4," Not Graduate"," Yes",2300000,7800000,8,0.6667,540,Low,1500000,3400000,4700000,2800000,12400000,3.39130,1.58974,1,0," Rejected",0
321,4," Graduate"," Yes",5900000,19600000,8,0.6667,726,Medium,17400000,6800000,20100000,8000000,52300000,3.32203,2.66837,1,0," Approved",1
322,4," Not Graduate"," Yes",6400000,23500000,2,0.1667,485,Low,7300000,2700000,23600000,3900000,37500000,3.67188,1.59574,1,0," Approved",1
323,4," Graduate"," Yes",4900000,17100000,6,0.5000,612,Medium,1300000,7000000,19500000,5000000,32800000,3.48980,1.91813,1,0," Approved",1
324,3," Not Graduate"," Yes",9500000,24200000,8,0.6667,879,High,3100000,17200000,26400000,12700000,59400000,2.54737,2.45455,1,0," Approved",1
325,2," Not Graduate"," No",5700000,16400000,12,1.0000,708,Medium,3700000,800000,15000000,4400000,23900000,2.87719,1.45732,1,0," Approved",1
326,2," Not Graduate"," Yes",2700000,5700000,8,0.6667,850,High,3500000,5000000,10500000,3900000,22900000,2.11111,4.01754,1,0," Approved",1
327,2," Not Graduate"," Yes",3900000,11300000,12,1.0000,516,Low,3100000,0,10400000,4600000,18100000,2.89744,1.60177,1,0," Rejected",0
